task_id,scenario_id,seed,method_id,truth_level,success,failure_code,fallback_triggered,fallback_mode,repair_hint,steps,max_position_error_m,max_attitude_error_rad,max_viewpoint_error_rad,min_clearance_m,min_safety_margin_m,terminal_soc,max_energy_rate_w,max_command_age_steps,safety_intervention_count,mean_delta_u_l2,run_dir
T4_low_energy,T4_low_energy_seed1,1,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,15.5,0.0,0.0,,,0.3,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed1__Ours_TE_SEFF_rule
T4_low_energy,T4_low_energy_seed2,2,B0_pid_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,101,13.2,0.0,0.0,,,0.157961,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed2__B0_pid_pose
T4_low_energy,T4_low_energy_seed2,2,B1_tracking_mpc,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,69,13.2,0.0,0.0,,,0.180172,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed2__B1_tracking_mpc
T4_low_energy,T4_low_energy_seed2,2,B3_mpc_cbf,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,69,13.2,0.0,0.0,,,0.178931,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed2__B3_mpc_cbf
T4_low_energy,T4_low_energy_seed2,2,Ours_SEFF_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,13.2,0.0,0.0,,,0.27,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed2__Ours_SEFF_pose
T4_low_energy,T4_low_energy_seed2,2,Ours_SEFF_local_continue,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,13.2,0.0,0.0,,,0.27,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed2__Ours_SEFF_local_continue
T4_low_energy,T4_low_energy_seed2,2,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,13.2,0.0,0.0,,,0.27,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed2__Ours_TE_SEFF_rule
T4_low_energy,T4_low_energy_seed3,3,B0_pid_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,111,16.2,0.0,0.0,,,0.177961,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed3__B0_pid_pose
T4_low_energy,T4_low_energy_seed3,3,B1_tracking_mpc,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,79,16.2,0.0,0.0,,,0.201672,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed3__B1_tracking_mpc
T4_low_energy,T4_low_energy_seed3,3,B3_mpc_cbf,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,79,16.2,0.0,0.0,,,0.200131,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed3__B3_mpc_cbf
T4_low_energy,T4_low_energy_seed3,3,Ours_SEFF_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,16.2,0.0,0.0,,,0.31,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed3__Ours_SEFF_pose
T4_low_energy,T4_low_energy_seed3,3,Ours_SEFF_local_continue,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,16.2,0.0,0.0,,,0.31,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed3__Ours_SEFF_local_continue
T4_low_energy,T4_low_energy_seed3,3,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,16.2,0.0,0.0,,,0.31,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed3__Ours_TE_SEFF_rule
T4_low_energy,T4_low_energy_seed4,4,B0_pid_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,100,12.8,0.0,0.0,,,0.155423,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed4__B0_pid_pose
T4_low_energy,T4_low_energy_seed4,4,B1_tracking_mpc,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,68,12.8,0.0,0.0,,,0.177418,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed4__B1_tracking_mpc
T4_low_energy,T4_low_energy_seed4,4,B3_mpc_cbf,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,False,none,return_home_or_shorten_task,68,12.8,0.0,0.0,,,0.176216,165.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed4__B3_mpc_cbf
T4_low_energy,T4_low_energy_seed4,4,Ours_SEFF_pose,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,12.8,0.0,0.0,,,0.265,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed4__Ours_SEFF_pose
T4_low_energy,T4_low_energy_seed4,4,Ours_SEFF_local_continue,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,12.8,0.0,0.0,,,0.265,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed4__Ours_SEFF_local_continue
T4_low_energy,T4_low_energy_seed4,4,Ours_TE_SEFF_rule,synthetic_trace_smoke,False,ENERGY_INSUFFICIENT,True,return_home,return_home_or_shorten_task,1,12.8,0.0,0.0,,,0.265,90.0,0,1,3.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T4_low_energy_seed4__Ours_TE_SEFF_rule
T5_stale_command,T5_stale_command_seed0,0,B0_pid_pose,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,6,8.0,0.0,0.0,,,0.792205,146.0,6,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed0__B0_pid_pose
T5_stale_command,T5_stale_command_seed0,0,B1_tracking_mpc,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,6,8.0,0.0,0.0,,,0.79075,165.0,6,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed0__B1_tracking_mpc
T5_stale_command,T5_stale_command_seed0,0,B3_mpc_cbf,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,6,8.0,0.0,0.0,,,0.7906,165.0,6,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed0__B3_mpc_cbf
T5_stale_command,T5_stale_command_seed0,0,Ours_SEFF_pose,synthetic_trace_smoke,False,STALE_COMMAND,True,hover,reissue_waypoint_or_hold,6,8.0,0.0,0.0,,,0.790375,165.0,6,1,0.4875,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed0__Ours_SEFF_pose
T5_stale_command,T5_stale_command_seed0,0,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,60,8.0,0.0,0.0,,,0.735345,165.0,10,54,0.03870629999999999,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed0__Ours_SEFF_local_continue
T5_stale_command,T5_stale_command_seed0,0,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,53,8.0,0.0,0.0,,,0.739923,165.0,10,47,0.04355688679245284,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed0__Ours_TE_SEFF_rule
T5_stale_command,T5_stale_command_seed1,1,B0_pid_pose,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,6,8.8,0.0,0.0,,,0.791675,151.6,6,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed1__B0_pid_pose
T5_stale_command,T5_stale_command_seed1,1,B1_tracking_mpc,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,6,8.8,0.0,0.0,,,0.79075,165.0,6,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed1__B1_tracking_mpc
T5_stale_command,T5_stale_command_seed1,1,B3_mpc_cbf,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,6,8.8,0.0,0.0,,,0.7906,165.0,6,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed1__B3_mpc_cbf
T5_stale_command,T5_stale_command_seed1,1,Ours_SEFF_pose,synthetic_trace_smoke,False,STALE_COMMAND,True,hover,reissue_waypoint_or_hold,6,8.8,0.0,0.0,,,0.790375,165.0,6,1,0.5,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed1__Ours_SEFF_pose
T5_stale_command,T5_stale_command_seed1,1,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,64,8.8,0.0,0.0,,,0.729509,165.0,12,58,0.05638454687500001,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed1__Ours_SEFF_local_continue
T5_stale_command,T5_stale_command_seed1,1,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,57,8.8,0.0,0.0,,,0.734187,165.0,12,51,0.06325289473684215,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed1__Ours_TE_SEFF_rule
T5_stale_command,T5_stale_command_seed2,2,B0_pid_pose,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,5,7.4,0.0,0.0,,,0.794027,141.8,5,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed2__B0_pid_pose
T5_stale_command,T5_stale_command_seed2,2,B1_tracking_mpc,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,5,7.4,0.0,0.0,,,0.792634,165.0,5,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed2__B1_tracking_mpc
T5_stale_command,T5_stale_command_seed2,2,B3_mpc_cbf,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,5,7.4,0.0,0.0,,,0.792515,165.0,5,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed2__B3_mpc_cbf
T5_stale_command,T5_stale_command_seed2,2,Ours_SEFF_pose,synthetic_trace_smoke,False,STALE_COMMAND,True,hover,reissue_waypoint_or_hold,5,7.4,0.0,0.0,,,0.792336,165.0,5,1,0.558675,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed2__Ours_SEFF_pose
T5_stale_command,T5_stale_command_seed2,2,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,58,7.4,0.0,0.0,,,0.739135,165.0,8,53,0.03100113793103451,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed2__Ours_SEFF_local_continue
T5_stale_command,T5_stale_command_seed2,2,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,51,7.4,0.0,0.0,,,0.743626,165.0,8,46,0.03497368627450978,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed2__Ours_TE_SEFF_rule
T5_stale_command,T5_stale_command_seed3,3,B0_pid_pose,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,7,9.2,0.0,0.0,,,0.789793,154.4,7,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed3__B0_pid_pose
T5_stale_command,T5_stale_command_seed3,3,B1_tracking_mpc,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,7,9.2,0.0,0.0,,,0.7889,165.0,7,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed3__B1_tracking_mpc
T5_stale_command,T5_stale_command_seed3,3,B3_mpc_cbf,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,7,9.2,0.0,0.0,,,0.78872,165.0,7,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed3__B3_mpc_cbf
T5_stale_command,T5_stale_command_seed3,3,Ours_SEFF_pose,synthetic_trace_smoke,False,STALE_COMMAND,True,hover,reissue_waypoint_or_hold,7,9.2,0.0,0.0,,,0.78845,165.0,7,1,0.42857142857142855,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed3__Ours_SEFF_pose
T5_stale_command,T5_stale_command_seed3,3,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,66,9.2,0.0,0.0,,,0.726532,165.0,13,59,0.055731742424242406,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed3__Ours_SEFF_local_continue
T5_stale_command,T5_stale_command_seed3,3,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,58,9.2,0.0,0.0,,,0.731895,165.0,13,51,0.06311886206896547,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed3__Ours_TE_SEFF_rule
T5_stale_command,T5_stale_command_seed4,4,B0_pid_pose,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,5,7.8,0.0,0.0,,,0.793812,144.6,5,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed4__B0_pid_pose
T5_stale_command,T5_stale_command_seed4,4,B1_tracking_mpc,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,5,7.8,0.0,0.0,,,0.7926,165.0,5,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed4__B1_tracking_mpc
T5_stale_command,T5_stale_command_seed4,4,B3_mpc_cbf,synthetic_trace_smoke,False,STALE_COMMAND,False,none,reissue_waypoint_or_hold,5,7.8,0.0,0.0,,,0.79248,165.0,5,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed4__B3_mpc_cbf
T5_stale_command,T5_stale_command_seed4,4,Ours_SEFF_pose,synthetic_trace_smoke,False,STALE_COMMAND,True,hover,reissue_waypoint_or_hold,5,7.8,0.0,0.0,,,0.7923,165.0,5,1,0.5940000000000001,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed4__Ours_SEFF_pose
T5_stale_command,T5_stale_command_seed4,4,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,60,7.8,0.0,0.0,,,0.736214,165.0,9,55,0.03949193333333334,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed4__Ours_SEFF_local_continue
T5_stale_command,T5_stale_command_seed4,4,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,53,7.8,0.0,0.0,,,0.740754,165.0,9,48,0.044528377358490565,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T5_stale_command_seed4__Ours_TE_SEFF_rule
T8_pose_waypoint,T8_pose_waypoint_seed0,0,B0_pid_pose,synthetic_trace_smoke,True,NONE,False,none,none,88,7.082372,0.406202,0.0,,,0.724081,140.126607,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed0__B0_pid_pose
T8_pose_waypoint,T8_pose_waypoint_seed0,0,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,55,7.082372,0.406202,0.0,,,0.743791,166.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed0__B1_tracking_mpc
T8_pose_waypoint,T8_pose_waypoint_seed0,0,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,55,7.082372,0.406202,0.0,,,0.743142,166.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed0__B3_mpc_cbf
T8_pose_waypoint,T8_pose_waypoint_seed0,0,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,55,7.082372,0.406202,0.0,,,0.742168,166.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed0__Ours_SEFF_pose
T8_pose_waypoint,T8_pose_waypoint_seed0,0,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,55,7.082372,0.406202,0.0,,,0.742168,166.0,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed0__Ours_SEFF_local_continue
T8_pose_waypoint,T8_pose_waypoint_seed0,0,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,48,7.082372,0.406202,0.0,,,0.746647,166.45,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed0__Ours_TE_SEFF_rule
T8_pose_waypoint,T8_pose_waypoint_seed1,1,B0_pid_pose,synthetic_trace_smoke,True,NONE,False,none,none,92,7.751129,0.466905,0.0,,,0.718668,144.961903,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed1__B0_pid_pose
T8_pose_waypoint,T8_pose_waypoint_seed1,1,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,57,7.751129,0.466905,0.0,,,0.73981,166.28,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed1__B1_tracking_mpc
T8_pose_waypoint,T8_pose_waypoint_seed1,1,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,57,7.751129,0.466905,0.0,,,0.739094,166.28,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed1__B3_mpc_cbf
T8_pose_waypoint,T8_pose_waypoint_seed1,1,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,57,7.751129,0.466905,0.0,,,0.738021,166.28,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed1__Ours_SEFF_pose
T8_pose_waypoint,T8_pose_waypoint_seed1,1,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,57,7.751129,0.466905,0.0,,,0.738021,166.28,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed1__Ours_SEFF_local_continue
T8_pose_waypoint,T8_pose_waypoint_seed1,1,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,50,7.751129,0.466905,0.0,,,0.742604,166.856,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed1__Ours_TE_SEFF_rule
T8_pose_waypoint,T8_pose_waypoint_seed2,2,B0_pid_pose,synthetic_trace_smoke,True,NONE,False,none,none,86,6.530697,0.360555,0.0,,,0.727768,136.242877,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed2__B0_pid_pose
T8_pose_waypoint,T8_pose_waypoint_seed2,2,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,53,6.530697,0.360555,0.0,,,0.747293,164.430338,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed2__B1_tracking_mpc
T8_pose_waypoint,T8_pose_waypoint_seed2,2,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,53,6.530697,0.360555,0.0,,,0.7467,164.430338,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed2__B3_mpc_cbf
T8_pose_waypoint,T8_pose_waypoint_seed2,2,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,53,6.530697,0.360555,0.0,,,0.745809,164.430338,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed2__Ours_SEFF_pose
T8_pose_waypoint,T8_pose_waypoint_seed2,2,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,53,6.530697,0.360555,0.0,,,0.745809,164.430338,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed2__Ours_SEFF_local_continue
T8_pose_waypoint,T8_pose_waypoint_seed2,2,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,46,6.530697,0.360555,0.0,,,0.750208,166.392,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed2__Ours_TE_SEFF_rule
T8_pose_waypoint,T8_pose_waypoint_seed3,3,B0_pid_pose,synthetic_trace_smoke,True,NONE,False,none,none,94,8.21523,0.555338,0.0,,,0.715352,148.342608,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed3__B0_pid_pose
T8_pose_waypoint,T8_pose_waypoint_seed3,3,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,59,8.21523,0.555338,0.0,,,0.736665,166.52,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed3__B1_tracking_mpc
T8_pose_waypoint,T8_pose_waypoint_seed3,3,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,59,8.21523,0.555338,0.0,,,0.735902,166.52,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed3__B3_mpc_cbf
T8_pose_waypoint,T8_pose_waypoint_seed3,3,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,59,8.21523,0.555338,0.0,,,0.734758,166.52,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed3__Ours_SEFF_pose
T8_pose_waypoint,T8_pose_waypoint_seed3,3,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,59,8.21523,0.555338,0.0,,,0.734758,166.52,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed3__Ours_SEFF_local_continue
T8_pose_waypoint,T8_pose_waypoint_seed3,3,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,52,8.21523,0.555338,0.0,,,0.739403,167.204,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed3__Ours_TE_SEFF_rule
T8_pose_waypoint,T8_pose_waypoint_seed4,4,B0_pid_pose,synthetic_trace_smoke,True,NONE,False,none,none,88,6.951259,0.45299,0.0,,,0.724681,139.274812,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed4__B0_pid_pose
T8_pose_waypoint,T8_pose_waypoint_seed4,4,B1_tracking_mpc,synthetic_trace_smoke,True,NONE,False,none,none,55,6.951259,0.45299,0.0,,,0.744327,166.12,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed4__B1_tracking_mpc
T8_pose_waypoint,T8_pose_waypoint_seed4,4,B3_mpc_cbf,synthetic_trace_smoke,True,NONE,False,none,none,55,6.951259,0.45299,0.0,,,0.74369,166.12,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed4__B3_mpc_cbf
T8_pose_waypoint,T8_pose_waypoint_seed4,4,Ours_SEFF_pose,synthetic_trace_smoke,True,NONE,False,none,none,55,6.951259,0.45299,0.0,,,0.742734,166.12,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed4__Ours_SEFF_pose
T8_pose_waypoint,T8_pose_waypoint_seed4,4,Ours_SEFF_local_continue,synthetic_trace_smoke,True,NONE,False,none,none,55,6.951259,0.45299,0.0,,,0.742734,166.12,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed4__Ours_SEFF_local_continue
T8_pose_waypoint,T8_pose_waypoint_seed4,4,Ours_TE_SEFF_rule,synthetic_trace_smoke,True,NONE,False,none,none,48,6.951259,0.45299,0.0,,,0.747187,166.624,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T8_pose_waypoint_seed4__Ours_TE_SEFF_rule
T9_tilted_inspection,T9_tilted_inspection_seed0,0,B0_pid_pose,synthetic_trace_smoke,False,DYN_FEASIBILITY_VIOLATION,False,none,slow_down_split_waypoint_or_extend_horizon,220,6.164414,0.561249,0.312064,1.302689,0.302689,0.659238,134.140898,0,0,0.0,benchmark_swarm_rl\outputs\wef_main_6method_5seed_synthetic_matrix_20260619\T9_tilted_inspection_seed0__B0_pid_pose
